Hopping about like a cat on hot bricks when a little reasoned thought would serve you better.,-1
"The line was plucking nicely through my fingers and, with my heart in my mouth, I wound the pick up in and struck.",1
"Hold your breath and push, seems to work on me.",1
But then it's probably a case of ignorance is bliss.,0
He says you have to have nerves of steel.,0
"Oh that's better, got some pins and needles in my  knees.",1
"It was just really terrible, I mean at first I was just scared stiff that I  couldn't enjoy the dance on Sunday.",-1
So these are hung on tenterhooks directly hammered straight into the wall.,0
Tongue tied.,0
I'm at my wits end.,-1
"Ants in your pants, darling?",0
"Once it was known that Terry Gill was wanted for questioning, a young constable who knew him, all bright eyed and bushy tailed, pointed out that his van had been parked in the car-park all day within fifty yards of the Incident Room.",0
Cause a stir if nothing else wouldn't it?,-1
"Fred Klepner had been in and out of both Mark's and Pat Muldoon's offices, which were only a few yards apart, like an eager beaver.",-1
He had me on the edge of my seat a couple of times.,1
His performance at fever pitch.,1
I shall go the extra mile.,1
Hold your horses then Mr Curtis.,-1
"A bit further, give us a smile, lick your lips, Gilly.",1
"To begin with I found it almost too much to take on board, but it was all extremely thought-provoking and I had to make a decision to put my heart into it or not to bother at all.",-1
So I can't go away in the autumn now cos that's just when everybody starts raring to go and wanting to get started on next year's programme.,-1
"And it is I, not you, who must bear the brunt of it.",0
It's got nothing to do with the fact that he got bent out of shape at an early age and has been shaping laughs out of the kinks ever since.,0
"How dare you do thing like that, you know, you're sort of, you, you just can't, you're almost beside yourself, as you're trying to use up all that adrenaline, all that energy that's poured into your body as you try to help that child across the road, knowing in actual fact you can't.",-1
"But I was, I was bored to tears.",-1
You've got a chip on your shoulder about James.,-1
I didn't know I could have such a good time so close to home.,0
"The leisurewear industry would come apart at the seams, literally, without this indispensable fastening.",0
"Lexandro felt cut to the quick, and wished he could kill this impertinent if perceptive Sergeant.",-1
Yeah it is deep down isn't it?,0
"He waited to be instructed, what else a Rifleman could do to be less like a fish out of water in a battalion of Grenadiers.",0
"In a fit of pique, she'd included some wild canvases in the last show.",0
"Well despite that freudian slip there, no they don't take problem owners.",-1
Try to get a grip on yourself and tell me about it.,0
You could get it out of your system.,0
Jane could not get worked up about any car.,0
"How did he go to pieces, when you say he went to pieces?",0
I groan inwardly at the prospect of a night playing Happy Families with a bunch of desk-jockeys and number-crunchers.,-1
"Both of them were breathing hard, such a hurry and scramble of lips, hands, such a heat inside and between them, he stuffed one small breast into his mouth and then the other, giving her the same churn of astonished guilty pleasure as when she lay on her bed in the afternoons and read the forbidden books she smuggled home from the library.",1
"So I go, have a job to find it he just looks at me hard as nails.",-1
"Two weeks on perfect sand in sunshine nine to five; she'd returned with an all-over tan feeling wonderful and hey presto, head over heels in love with Astrid.",1
I wonder what's brought this change of heart?,1
"To fight for King and Country; to keep a stiff upper lip and a devil-may-care sangfroid, no matter if he were scared shitless.",1
"I was, as a newly arrived curate, somewhat taken aback and went home to lick my wounds.",0
"Look on the bright side, you managed two more than I did.",1
Did you have a lump in your throat?,-1
I have very mixed feelings about it.,0
"No hard feelings, darling, so nice you're getting married?",1
"Since immigrants from hot countries have settled here for generations, surviving the cold, icy blast, the hybrid English, with the blood of many nations in their veins will not turn a hair at the cooler climate or the cooler neighbours.",0
"Now that's a quick fix and hasn't cost anything, hasn't put anybody's nose out of joint.",1
Why open old wounds?,-1
"Not only are characters within the tale likened to animals for instance the miller, proud as a peacock, with his skull.",0
"Yeah, pleased as punch.",1
Time to plan a dumpbin and regain my composure.,0
"But really, what, all they wanted to do was save face from the hospital because it wasn't our fault.",-1
"The reason why I have a soft spot for this notebook, he wrote.",1
"But her silence, and her eyebrows, speak volumes.",0
"We let off steam in graffiti, vandalism and football hooliganism.",-1
The windows upstairs are all steamed up.,0
"He won't eat dumplings, if he sees dumplings in a stew he'll puke.",-1
Come clean Steve. Swallow your pride.,0
He doesn't come and whisper sweet nothings in our ears.,-1
"Mind you, when I was skivvying for that Brixton fam'ly, the head of the fam'ly didn't' alf take a fancy to me.",0
Providing the income you will need after you stop work can take a load off your mind.,0
Don't tear your hair out.,-1
"Rather than wear your heart on your sleeve, you keep it under your hat.",0
So these are hangings erm hung on tenterhooks directly hammered straight into the wall.,0
"Miss H. is no more a lesbian than you are, so stop being silly and just thank your lucky stars that she's teaching Constance so much.",-1
"Those two lassies, they think the world of you.",1
"You're unusually well informed,' Bailey said with thinly veiled sarcasm.",-1
Pain and nausea swept over him in waves that left him hot and sticky and weak at the knees.,0
As long as you don't die with bells on your ankles.,-1
"Suddenly Water Gypsy' s hitherto charming interior seemed claustrophobic, and she decided a brisk walk along the towpath might blow away the cobwebs and the fit of blues that bedevilled her",1
"Chill out, Tal.",0
But I'm in my element then aren't I?,1
Feast your eyes on this little dazzler a gem in a million.,1
"Listen to the way he sings the phase ' Footloose And Fancy Free',",0
The Jamboree was in full swing.,0
"Because you know they came up, they were full of the joys of spring, looking around, chatting to their friends.",1
"Both of them were breathing hard, such a hurry and scramble of lips, hands, such a heat inside and between them, he stuffed one small breast into his mouth and then the other, giving her the same churn of astonished guilty pleasure as when she lay on her bed in the afternoons and read the forbidden books she smuggled home from the library.",1
Ooh well they used to well they didn't used to sing a lot of songs but er they used to do a lot of you know playing about and perhaps and then they'd perhaps have a ball.,1
But you can be sure that you'll have the time of your life.,1
And mummy will have a whale of a time.,1
It's only when you let your hair down that others can see the real person hiding under the hat.,0
Are you always the life and soul of the party?,1
"By the time they were ready to leave she was having to use every ounce of effort to convince Andr that no, she didn't want to paint the town red, or any other colour, for that matter, and no, she didn't want to have any candlelit dinners with him.",0
"So you told her you were sick and now you're going to sneak out, hoping that you'll be back before the party is over.",-1
No. He was only pulling your leg.,0
"Come off it, pull the other one.",-1
No punch line.,0
"He is not a flamboyant man, nor is he much of a social butterfly except by comparison with the rest of his senior colleagues who tend to keep to their own counsel and lives in Barnes.",0
"Now take it easy, don't get panicky.",-1
It is not clear where Sir Trevor learned to tickle the ivories.,0
"After that, the world is your oyster, as they say.",1
"For the past five days now she had been living somewhere on cloud nine, and had decided that she might just as well set up home there, as it was such a wonderful place to be.",1
"Cry my eyes out, make an absolute wally of myself and now you tell me he was a Repo Man.",-1
"so, he said that she's feeling a bit down in the dumps and quite moody.",-1
"That erm, made me laugh because he said to his secretary, erm, you know, I I honestly don't think your time is she is so down in the mouth.",1
"To pretend as the sister said, that because she and another sister share lesbian sexuality, that that is the only thing, I think is living in a fools paradise.",1
Mr Crangle was grinning from ear to ear.,1
"They're going to have to come out of the forests,' he replied, with a grin like a Cheshire cat.",1
He seemed as happy as Larry trailing round the greasy dustbins of Bristol till nuclear war broke out or the police nabbed him for pilfering a used Tesco bag.,0
I wish I could happy go lucky like that.,0
"The voice sings along with the song, then turns into a hum. Your heart sinks. You were hoping he was alone in the house.",-1
"Female speaker I jump for joy... but until I hear from the Foreign Office or from Martin, I won't believe it.",1
I suppose that comments like that are music to your ears?,1
"Never look back, Gerry always said.",1
"It's a little lad and I looked through a window, I could see Judith holding this baby but you had to walk round to get to her and I knew before you'd got there and you were all over the moon about this little baby and everything.",0
"She was not quite sure what all of them were laughing about but there they were, rolling about with mirth, and Herbert Fraser looking as pleased as Punch.",1
"Everybody else was in raptures. And I thought, oh not Norma.",-1
"So, though there are no stars in your eyes, you consider yourself beyond temptation?'",-1
"Constance was in seventh heaven, the dresses, the hats, the model girls, everything appeared perfect to her.",1
Oh Tilly was thrilled to bits with that little that little plastic thing.,1
"I'm tickled pink. If I wasn't, I wouldn't have kept quiet about you and him, would I?",1
"These are things you can't afford to lose, not at this time of your life.",-1
"Erm since we've got together we, we are on top of the world.",1
"You feel, at the end of the treatment you feel as if you're walking on air.",1
I will go bananas.,-1
We have gone from being the bread basket of Central America to being its basket case.,-1
Some philosophers know a lot about bells and think that everyone who hears ringing noises in their ears must have bats in the belfry.,-1
It was your harebrained idea.,-1
"Oh, just thinking, I'm not all there.",0
It may very well be that I'm not playing with a full deck.,-1
If you think about it long enough you'll go nuts.,1
You're off your rocker.,-1
I swear you have a screw loose.,-1
I must have gone stark raving mad.,-1
"I'm gonna get stir crazy not being able to play badminton I know, and I score, it's gonna drive me crazy.",-1
"It may well be necessary to botch up repairs using hurdles, bedsteads, corrugated iron sheets, scraps of wire netting, and baler twine.",0
"It is now time, however, that I eat my words.",-1
Freudian slip there.,-1
"Come clean Steve, swallow your pride.",-1
"It was involved with your trial and error and practice, but it was certainly involved with Vicky and that is watching, or learning from okay.",0
"This picture of Dreadnought was so wide of the mark that Willis found it better to say nothing, simply making a gesture which had something in common with a petty officer's salute.",0
Servants bow and scrape.,0
"Yes, the done thing for driving horses to canter or gallop on the road, they never ever should.",0
"They didn't switch off when he played bloody hell with' em, excuse my French er President, but this is how it went, he couldn't give a damn about you bloody lot, he kept the television on, it just showed his frustration.",-1
"Of course, en suite has long been de rigueur, if you'll pardon my French, in hotels nationwide.",0
Perhaps next time you'll inform me first before you gatecrash my party and throw yourself into the fountain.,-1
So watch your language.,-1
"Don't overstep the mark too far, Mr Calder.",-1
Did I speak out of turn?,0
"Come on now, Malachi, don't stand on ceremony here at home.",-1
"So they find your particular weakness, your Achilles heel and they'd go for that.",0
The government takes the view that President Clinton was simply addressing domestic critics of his foreign policy and that his complaints shouldn't set the alarm bells ringing.,0
Or an electric fire then you would be asking for trouble because you'd be trying to draw out.,-1
Someone came out of The Two Pheasants and latched the door back to the wall hospitably.,0
At which point she unlocked her ball and chain.,0
They are the bane of my life.,-1
The fuel gauge had gone on the blink shortly after the start.,-1
"Anyway, it's a bit of a can of worms that to be quite honest",-1
In the Army someone has to carry the can.,0
They're in a Catch 22 situation.,0
There's always a chill wind blowing off that river.,-1
The only cloud on the horizon was a boy called Dennis Dawson.,1
That needn't of come to a head like that really.,-1
"Tomorrow, I promise, come hell or high water.",1
It'll come out in the wash I guess.,1
"She was a kind of Stakhanovite worker in the field of female suffering, setting new targets for pain, finding each week some new emotional cross to bear.",-1
We'll cross that bridge when we come to it.,1
"Ah, that is the crux of the matter, is it not?",0
It's alright but you get to the bottom of those stairs and sometimes feel lost.,1
"It's an embarrassing thing for a fault-tolerant vendor to have to say, but a bug in Guardian for the Tandem Computers Inc NonStop CLX machines caused them to reset their clocks to December 1,1983 on November 1, causing systems with time-dependent programs to go haywire.",-1
"When the going gets tough, it's these people who react best.",1
But sometimes you grasp at straws.,-1
Cambridge were left high and dry for a time this afternoon as Oxford followed in the footsteps of many a champion.,-1
She was in dire straits.,-1
I don't want to leave him in the lurch,-1
"Yeah, very much a last resort and it's usually, erm as a result of ill treatment.",0
"In fact, you're a girl who's going places -- once you've untied yourself from this man who's been like a millstone around your neck for the last four years.",1
"Get that tray along to the study, or there'll be murder to pay.",-1
"They viewed such methods as a necessary evil, unavoidable yet somehow beneath their dignity.",0
"The Economist circulation is now five hundred and twenty five thousand each week, and although their er year is out of sync with ours, I expect the profits for the year to be at or near record levels once again.",1
He did his best to paper over the cracks.,1
I think that everyone seems to pass the buck.,-1
"If you are in a pickle, don't worry about it, because you can always phone Di up.",1
"Yeah, if at the end of the day it's a quick fix then.",1
"The Bookman put on a brave face and smiled, but Endill knew there was nothing to smile about.",-1
But we are saved by the bell.,1
"Trained as they were, the psychiatrists on the screening tests had failed to scratch the surface of her most secret place.",-1
I put a spanner in the works of one of the companies that later merged to form Spinward.,-1
"You spell trouble, and I want you out of the way.",-1
"The cost of redeveloping a dilapidated shopping arcade into flats could spiral out of control, a councillor has warned.",0
"If he wasn't there then I would say that you you'd be on a sticky wicket, because most terms of employment say that if you er have a driving licence and you lose it then your employment will automatically finish.",0
But why stir up a hornet 's nest by accusing Erdle when murder hasn't been mentioned?,1
"The game desperately needs a strong Leeds but if they don't stop the rot soon they can say goodbye to a top eight place, let alone the top.",-1
"And that we don't want to put up anything that'll be a stumbling block, to people coming.",1
So you take the bull by the horns or you don't.,0
So we now take the easy way out by using gas which we carry with us.,1
"She paused for a moment to watch Rose, who by now resembled a tar baby stuck all over with dirty wool.",0
The Governor admits there have been teething problems which need sorting out.,-1
Mr Ridley would not be drawn on the thorny issue of rail privatisation other then to say that investment was urgently needed in Britain.,0
Labour would throw money at industry.,-1
"The submersible rose higher in the dock, the overflowing sea rushing like a tide over their boots.",0
Eight extra bullets in a tight spot could mean the difference between life and death.,-1
Presumably that's just the tip of the iceberg.,1
She had to admit that he would almost certainly not see the situation as an unmitigated disaster.,1
"But, somehow, he sensed that that would be an uphill battle.",0
"Well they can finally expel you but it's a vicious circle, I mean it goes on and on and on.",-1
"He got back here late this morning, saying the swap had gone without a hitch and clutching the photograph of Sam we'd been promised.",0
"We do have to take a leaf, a little bit out of Kenzie's book from the n-- the late nineteen thirties and afterwards, that when things are receding, you don't batten down the hatches, you don't simply close things in.",0
He just took a calculated risk on the spur of the moment.,1
He decided to throw caution to the wind before Selwyn came over for his tea.,1
"Close shave, that one.",0
"Yeah, Geoff. Tell him the coast is clear.",0
"Treasurers suffer the erm, the occupational hazard that they always, to some extent, have to cry wolf.",1
Hoomey's teeth were chattering after his dice with death.,-1
"There is a legal case pending, and it is a very, very dicey situation.",-1
"And with marks to prove it, that er just sort of one false move and my job with life was over.",0
The whole area seemed fraught with danger.,-1
You escaped death by a hair 's breadth.,1
Obey them to the letter and you will be well rewarded -- any bungling or playing the fool and I doubt you'll live to tell the tale,-1
Don't you never look before you leap?,-1
It's a no go area.,-1
"To keep the rod upright, out of harm 's way when not in use.",0
"In a recent episode of a Music Television cartoon called Beavis and Butthead, the characters play with fire.",-1
It is not in your nature to put your head on the block; so much I do know.,-1
"And would the swans find shelter from the storm, or ride it out like three-masted sailing ships?",1
Phil Angell asked him what does it take to risk life and limb.,0
Och he knows you're in safe hands like when you come round here.,1
Just to be on the safe side.,0
Safety in numbers.,1
"You really do like to sail close to the wind, don't you?",-1
Don't use your brother's name to save your neck.,-1
A business worth three billion pounds a year is at stake.,-1
"If the bombing starts, take cover in the basement.",-1
Better watch your step next time you drink whisky.,-1
I reckon the teacher fell asleep at the wheel.,-1
I could do with forty winks right now and Otley would never miss me.,0
"Come on old girl, up the golden stairs, let's hit the hay.",0
"I suppose it came into my room for a few minutes to see a book I'd been telling him about, then he left and I hit the sack.",0
"If this were a simple and one-way movement, the answer would lie in ensuring that the record of achievement is up to date and intelligible.",0
"Oh I was out like a light, but on the  I don't think you'd bloody wake me if I had one now.",1
By the time he arrived at Amanda's he was ready to drop.,0
"And the, the swaying of the ship and I used to sleep like a log.",1
And then sleep on it.,0
I can not sleep a wink now.,-1
"Like the Carters', the Parsons' marriage was in turn-around, only there it was Dennis who was the sleeping partner.",0
"Given that the main impetus behind EMU is the desire of the French to get a seat on the Bundesbank, and given the fact that the Germans hold all the aces, this is hardly surprising.",-1
"She ended a bedraggled also-ran, trailing in ninth.",0
But if you blow the whole lot on celebrating you will be back to square one.,0
"No, I've looked in the bag.",-1
The tree was destroyed before it could bear fruit.,-1
"If the police went charging up a blind alley as a result of her information, it wouldn't be her fault.",-1
Its reputation rests on classy programmes often made as international co-productions like David Attenborough's blockbuster natural history series.,1
"Then came the Gulf war and, as Harry Coe recalls, the bottom fell out of the market.",-1
Can Desert Orchid the champion bring the house down and win.,1
Never get anything done in this life if you don't chance your arm.,0
"Anne Dawson, had your chips?",0
"If I come to grief, Hilary, then so will you.",-1
Sure an' they must be pleased seein' the geddle come up in the world like she has.,1
"This will include male 40, 45 and 50 plus events plus male and female categories, with the first three finishers to count. With 400 to the first man home and 300 to the first lady and considerable training grants throughout, Lisburn looks sure to turn up trumps once again.",1
Today's sticker is from the French Grand Prix he won to get back on course for the title with his sixth superb victory.,1
He says that he managed to stay on the crest of the wave.,0
The first principle of success in any walk of life is to know when to cut your losses.,1
You cut your own throat already when you wrote the script for Connie's disappearance.,-1
"He tell me that it is a dead cert, we can make an absolute killing by taking a percentage of the profits.",1
They think I'm a dead duck but it's not been a time you could write off.,-1
"As far as I'm concerned, community care's dead in the water.",0
"When he stands alone in such a place confronted by several police officers, usually some of high rank, the dice are loaded against him, especially as he knows there is no one to corroborate him as to what exactly occurred during the interrogation, how it was conducted and how long it lasted",0
"It was all downhill to the causeway, and the turf was smooth.",0
But I draw a blank with hazelnuts.,0
I'm gon na fall flat on my bum.,-1
McLeish smiled to himself at the swift fall from grace in the postscript.,1
It might be a good one and if you could get an appointment as their vet it would be another feather in your cap,1
"While all her instincts balked against becoming too enmeshed with Vitor, she seemed destined to fight a losing battle.",-1
Yeah but it's a flash in the pan.,-1
It was a test that the Three-Ninetieth passed with flying colours destroying thirteen enemy aircraft and achieving excellent bombing results.,1
Another local team off to a flying start are Gloucester Rugby club.,1
This is a fool 's errand.,-1
You know I don't like him having a foot in the door here.,-1
If they can get a foothold in Europe they will have the chance to be bigger and better.,1
Aunt May is only the front runner.,0
But you haven't to let either of them get the better of you.,-1
If the money was ploughed back into dog racing  tracks could improve amenities and strengthen security which would encourage more people to go to the dogs.,0
"Erm, should the house go up in smoke, Theresa across the road run to her.",0
"Because your dad's a manager, he's got it made.",1
The great creature fell on its knees in the snow.,0
For months the polls have been predicting an unprecedented landslide victory for the Right in next month's general election.,1
Halliwell said that these sexual experiments can only lead to a dead end.,-1
Whereas before we were going up in leaps and bounds.,0
"I reluctantly withdraw this motion, but I will say this, we live to fight another day.",-1
Joe and I mean I come a long way,1
If you find yourself at a low ebb this weekend don't worry.,1
The station which persuaded him to make a comeback says it can't believe its luck.,1
Why did you make the cut worse?,-1
They therefore faced no option other than to make a go of the business.,0
It was a bit like the rowing boat trying to make headway against the flow of the river near the weir.,0
"We know that as soon as we try and make inroads into that it, it would absolutely mushroom.",1
He says he's really going to make a killing.,1
"Right, they're the make or break areas which comprise your job.",0
Only adults make a pig 's ear of it when they first start fishing as adults.,-1
"Multiples such as W.H. Smith will certainly not miss the boat but the more traditional, book-focused groups may not even know there is a boat.",-1
"Is this the moment of truth, he wrote, or the greatest temptation?",0
Erm you probably all know Murphy 's law that what can go wrong will go wrong.,-1
I'm not getting anywhere my legs aren't long enough,-1
You say nothing succeeds like success and number seventeen is success and how do you spell success.,0
He married someone else in 1860 and drops out of the picture.,-1
"Most athletes win honestly, but some will do anything to finish ahead of the pack, even using illegal drugs.",-1
He says well if you want to pack it in love.,1
"Critically surveying her reflection, she told herself she would pass muster.",1
Britain's solar powered car takes its place in the sun.,1
"She was under the impression that Charles had put the kibosh on any exclusive agreement with Barton, and most certainly nothing had been said about it.",-1
I hope with all my heart that you find it a pyrrhic victory.,1
Anything to do with rags to riches is sure of a welcome if brightly done.,1
"You see, as long as things were happening their faith was riding high.",1
I said yes I can rise to the occasion as well.,1
For sheer cleverness she could run rings around them all.,1
Some women certainly will sail through menopause with never a hot flush and no problems at all.,1
"And if Emily had expected Craig to ride in on a white charger and save the day, she had been doomed to disappointment.",-1
"Here you are, sink or swim in you'd go into the water.",1
The sky 's the limit.,1
"Skinflint Ebeneza is played by showbiz legened Anthony Newely, who starred in several smash hit musicals including Stop the World I Want to Get Off.",0
"Maybe she is alive, said Wexford, more from a mischievous desire to throw a spanner in the works than from conviction.",1
Tommy Boyle told me not to throw in the towel,1
"Well I know, but he didn't have top dog meat since he's been here.",-1
"And anything that's not on the up and up is, well I think it's detrimental to a mans life.",0
"James after the home leg, said we will have to weather the storm.",1
Yet work organizations depend on shared power in win-win cooperative effort.,1
Eventually the Committee was to wither on the vine.,-1
Have you got a wooden spoon there?,0
"Now, was this forty thousand pounds a bolt from the blue or did you know it was coming to you?",0
"It was my 85th birthday recently and out of the blue, a letter arrived from my daughter containing tickets for a four-day trip to Paris.",0
"He had to do a double take, bumping into a filing cabinet.",0
Everyone looked round and Biff's jaw dropped.,0
She almost jumped out of her skin when she saw it.,0
"It's Lil, power-dressed to knock your socks off, with all eyes blazing.",1
And lo and behold there isn't.,0
"The North Tees hospital trust will be a nine-day wonder, Labour's health spokesman Robin Cook said yesterday.",0
"But for many, stories about one night-stands are more inclined to raise eyebrows than get them giggling.",-1
We all tend to put our hands in our pockets and stand rooted to the spot and all the rest of it but there are ways of overcoming it.,1
Wesley Smith Seeing is believing the videophone which takes the blind out of date.,0
Alyssia stopped dead in her tracks.,-1
Charles was struck dumb trying to fathom what the man might possibly mean.,0
"While it has been suggested that the IDA was taken unaware by the problems Raybestos encountered, its handling of the company was discreet in the extreme.",0
I say wonders will never cease I have just written a receipt  and I have put it in her envelope.,0
"To get off a train with a total stranger, I really can not, well, words fail me.",-1
"Plod could herd them all together into a group, march them to and from their destinations, depriving them along the way of all alcohol  and beat the living daylights out of any who still insisted on stepping out of line.",-1
"Lapointe and the other Frenchman come to blows after the accident, or what?",-1
"Well you can guarantee they're gon na fight tooth and nail over this job creation scheme, to stop it.",1
I think they feared that we wouldn't at that stage we'd be opening up free for all of the kind which we've obviously been seeking to avoid thus far.,-1
"Now though, the gloves are off.",-1
The more likely reason for this move is a tit for tat reaction.,-1
"What do they say, they're up in arms?",-1
"Well, I think cause suffering whatever it happens, but, surely why, I mean the elderly had to suffer through the wars so why should they have to suffer again now?",0
"I've got my shoulder, my stomach er, I'm in the wars today.",0
How long that will last is a moot point.,0
"Er, she says that she's er, there's absolutely nothing doing just at the moment.",0
"I managed to win a couple of quid on Deano to score the first goal, at odds of 7-1.",1
"Perhaps a bird had carried it down, as the dove had borne the olive branch.",0
"Indeed, it was out of the question given the dollar's enfeebled position.",-1
"Over my dead body, I said.",-1
Bernice made a vow never to pick a fight with him.,1
Don't you pick holes in my religion.,-1
"A clerk of Durham, collecting church-dues with an armed escort from Melrose, came into conflict yesterday evening with an equally large party of Normans under Flodwig of Dol, and a running battle ensued.",-1
Roofer Clive Tibbett clocked up an ear-shattering 118.7 decibels in the shouting match.,-1
"I might be wrong, but I don't think so, but I have to sit on the fence you see as I get into trouble.",0
Don't split hairs.,1
"That was a long time ago, there's been a lot of water under the bridge, why not talk again?",1
"Having won already this season on the main tour  he believes he has it in him to do so again, though not to wipe the slate clean after his defeat in a play-off against Nick Faldo in 1990.",1
"The ad-man opposite had been casting meaningful glances at her all evening, and the likeliest explanation seemed to be that she and Roger were doing a number together and I'd inadvertently got caught in the crossfire.",0
"They wondered why it was that the storm had left them in this stifling, steamy condition when storms were supposed to clear the air.",0
"They're telling me to go on the stage and act, but I can't do it, it's the one thing Mum and Dad are dead set against.",-1
Yeah I'm acting as devil 's advocate in a sense.,-1
No we've got we've got twenty or thirty girls back there hammer and tongs.,0
We will let bygones be bygones.,0
He was quite determined to let sleeping dogs lie.,0
"The two bodies are often at loggerheads, and there are constant disputes over methods.",-1
Today the world's top giant slalom men lock horns for vital early points in the World Cup battle which ends next March in Sweden.,1
There's no love lost.,-1
A stylus that is tracking accurately tends not to make a mountain out of a molehill in the groove.,0
"And he can't wait to start work on a movie version of the bard's famous play, Much Ado About Nothing.",1
"Then you argue the toss amongst yourselves really, but you've got, you have to.",0
All hell broke loose.,0
The battle lines are drawn.,-1
Their relationship was characterized by a battle of wills that Constance always made sure to win.,-1
But Ilona's alter-ego remains a bone of contention between them.,-1
"Dear Father Christmas, I have a bone to pick with you.",-1
He was really in the bad books over that.,-1
